wl,bg,wl1,39_C.sexpl_intact_bright_i2_p1_r1,39_C.sexpl_intact_bright_i2_p1_r1_cal,wl1,40_C.sexpl_intact_darkpt_i2_p1_r1,40_C.sexpl_intact_darkpt_i2_p1_r1_cal,wl1,41_C.sexpl_intact_bright_i2_p2_r1,41_C.sexpl_intact_bright_i2_p2_r1_cal,wl1,42_C.sexpl_intact_darkpt_i2_p2_r1,42_C.sexpl_intact_darkpt_i2_p2_r1_cal,wl1,43_C.sexpl_alterd_darkpt_i2_p1_r1,43_C.sexpl_alterd_darkpt_i2_p1_r1_cal,wl1,44_C.sexpl_alterd_bright_i2_p1_r1,44_C.sexpl_alterd_bright_i2_p1_r1_cal,wl,45_C.sexpl_alterd_darkpt_i2_p2_r1,45_C.sexpl_alterd_darkpt_i2_p2_r1_cal,wl,46_C.sexpl_alterd_bright_i2_p2_r1,46_C.sexpl_alterd_bright_i2_p2_r1_cal,wl,47_T.bonvo_intact_bright_i2_p1_r1,47_T.bonvo_intact_bright_i2_p1_r1_cal,wl,48_T.bonvo_intact_darkpt_i2_p1_r1,48_T.bonvo_intact_darkpt_i2_p1_r1_cal,wl,49.T.bonvo_intact_bright_2_2_1,49.T.bonvo_intact_bright_2_2_1_cal,wl,50_T.bonvo_intact_darkpt_i2_p2_r1,50_T.bonvo_intact_darkpt_i2_p2_r1_cal,wl,51_T.bonvo_alterd_bright_i2_p1_r1,51_T.bonvo_alterd_bright_i2_p2_r1.txt,wl,52_T.bonvo_alterd_darkpt_i2_p1_r1,52_T.bonvo_alterd_darkpt_i2_p1_r1_cal,wl,std2204New,wl,std2204old,difference,wl,53_T.bonvo_alterd_bright_i2_p2_r1,53_T.bonvo_alterd_bright_i2_p2_r1_cal,wl,54_T.bonvo_alterd_darkpt_i2_p2_r1,54_T.bonvo_alterd_darkpt_i2_p2_r1_cal,wl,55_C.scala_intact_bright_i2_p1_r1,55_C.scala_intact_bright_i2_p1_r1_cal,wl,56_C.scala_intact_darkpt_i2_p1_r1,56_C.scala_intact_darkpt_i2_p1_r1_cal,wl,57_C.scala_intact_bright_i2_p2_r1,57_C.scala_intact_bright_i2_p2_r1_cal,wl,58_C.scala_intact_darkpt_i2_p2_r1,58_C.scala_intact_darkpt_i2_p2_r1_cal,wl,59_C.scala_alterd_bright_i2_p1_r1,59_C.scala_alterd_bright_i2_p1_r1_cal,wl,60_C.scala_alterd_darkpt_i2_p1_r1,60_C.scala_alterd_darkpt_i2_p1_r1_cal,wl,61_C.scala_alterd_bright_i2_p2_r1,61_C.scala_alterd_bright_i2_p2_r1_cal,wl,62_C.scala_alterd_darkpt_i2_p2_r1,62_C.scala_alterd_darkpt_i2_p2_r1_cal,wl,63_C.octos_intact_bright_i2_p1_r1,63_C.octos_intact_bright_i2_p1_r1_cal,wl,64_C.octos_intact_darkpt_i2_p1_r1,64_C.octos_intact_darkpt_i2_p1_r1_cal,wl,65_C.octos_intact_bright_i2_p2_r1,65_C.octos_intact_bright_i2_p2_r1_cal,wl,66_C.octos_intact_darkpt_i2_p2_r1,66_C.octos_intact_darkpt_i2_p2_r1_cal,wl,67_C.octos_alterd_bright_i2_p1_r1,67_C.octos_alterd_bright_i2_p1_r1_cal,wl,68_C.octos_alterd_darkpt_i2_p1_r1,68_C.octos_alterd_darkpt_i2_p1_r1_cal,wl,69_C.octos_alterd_bright_i2_p2_r1,69_C.octos_alterd_bright_i2_p2_r1_cal,wl,70_C.octos_alterd_darkpt_i2_p2_r1,70_C.octos_alterd_darkpt_i2_p2_r1_cal,wl,71_T.bruck_intact_bright_i2_p1_r1,71_T.bruck_intact_bright_i2_p1_r1_cal,wl,72_T.bruck_intact_bright_i2_p2_r1,72_T.bruck_intact_bright_i2_p2_r1_cal,wl,73_T.bruck_alterd_bright_i2_p1_r1,73_T.bruck_alterd_bright_i2_p1_r1_cal,wl,74_T.bruck_alterd_bright_i2_p2_r1,74_T.bruck_alterd_bright_i2_p2_r1_cal
1025,-3.05E-07,1025,-1.33E-07,43.6870473,1025,-3.77E-08,12.34331408,1025,-1.69E-07,55.43439821,1025,-4.31E-08,14.11679568,1025,-4.53E-08,14.84341231,1025,-1.05E-07,34.41687296,1025,-3.86E-08,12.64751726,1025,-7.13E-08,23.35979148,1025,-1.65E-07,53.88489397,1025,-5.41E-08,17.70698259,1025,-1.49E-07,48.78220493,1025,-5.70E-08,18.67198449,1025,-1.09E-07,35.69753887,1025,-4.83E-08,15.80906912,1025,-3.05E-07,1025,-3.17E-07,1.18E-08,1025,-1.17E-07,38.19138418,1025,-5.01E-08,16.39809061,1025,-1.16E-07,37.93110222,1025,-3.54E-08,11.58827651,1025,-1.30E-07,42.71341483,1025,-3.91E-08,12.79375847,1025,-1.16E-07,37.886576,1025,-3.46E-08,11.33945351,1025,-9.87E-08,32.30082701,1025,-3.59E-08,11.75230325,1025,-1.27E-07,41.5246302,1025,-3.69E-08,12.06562379,1025,-1.34E-07,43.97750116,1025,-4.45E-08,14.58266489,1025,-9.95E-08,32.57453231,1025,-2.97E-08,9.718502609,1025,-6.01E-08,19.66454731,1025,-4.57E-08,14.95720899,1025,-1.06E-07,34.74256641,1025,-1.31E-07,42.85321407,1025,-1.15E-07,37.50482913,1025,-9.64E-08,31.55664979
1030,-2.83E-07,1030,-1.24E-07,43.70096126,1030,-3.57E-08,12.59666439,1030,-1.58E-07,55.72602953,1030,-4.06E-08,14.36020447,1030,-4.24E-08,14.98055231,1030,-9.80E-08,34.6317303,1030,-3.57E-08,12.61680097,1030,-6.63E-08,23.43084853,1030,-1.53E-07,54.11792968,1030,-5.13E-08,18.12327117,1030,-1.39E-07,49.02302282,1030,-5.42E-08,19.13080649,1030,-1.02E-07,35.89362236,1030,-4.56E-08,16.11879873,1030,-2.86E-07,1030,-2.96E-07,1.03E-08,1030,-1.09E-07,38.02772075,1030,-4.76E-08,16.63349923,1030,-1.08E-07,37.94203334,1030,-3.37E-08,11.79268544,1030,-1.22E-07,42.65484064,1030,-3.73E-08,13.03427846,1030,-1.08E-07,37.84725258,1030,-3.29E-08,11.49120567,1030,-9.23E-08,32.26428094,1030,-3.41E-08,11.91264781,1030,-1.19E-07,41.46221185,1030,-3.50E-08,12.23686097,1030,-1.25E-07,43.80515034,1030,-4.25E-08,14.87358485,1030,-9.25E-08,32.35976119,1030,-2.81E-08,9.817678186,1030,-5.63E-08,19.69621192,1030,-4.33E-08,15.13204604,1030,-9.88E-08,34.55230954,1030,-1.22E-07,42.82061954,1030,-1.07E-07,37.35411282,1030,-8.99E-08,31.45672087
1035,-2.61E-07,1035,-1.14E-07,43.81075031,1035,-3.35E-08,12.83882194,1035,-1.46E-07,55.96579585,1035,-3.81E-08,14.60920492,1035,-3.94E-08,15.08600865,1035,-9.06E-08,34.73959771,1035,-3.33E-08,12.76906448,1035,-6.13E-08,23.48450005,1035,-1.42E-07,54.26402048,1035,-4.84E-08,18.53325361,1035,-1.28E-07,49.19242327,1035,-5.10E-08,19.53362156,1035,-9.41E-08,36.06882225,1035,-4.28E-08,16.40373471,1035,-2.64E-07,1035,-2.73E-07,8.98E-09,1035,-9.97E-08,37.79782558,1035,-4.42E-08,16.75976383,1035,-1.00E-07,37.94382316,1035,-3.16E-08,11.97748983,1035,-1.12E-07,42.62674296,1035,-3.50E-08,13.28160848,1035,-9.96E-08,37.7693845,1035,-3.06E-08,11.60168826,1035,-8.49E-08,32.18696791,1035,-3.18E-08,12.05295351,1035,-1.09E-07,41.46786347,1035,-3.28E-08,12.42610058,1035,-1.15E-07,43.78827696,1035,-3.99E-08,15.14089715,1035,-8.57E-08,32.48237601,1035,-2.63E-08,9.964619288,1035,-5.20E-08,19.73583918,1035,-4.06E-08,15.40748494,1035,-9.13E-08,34.61583676,1035,-1.13E-07,42.86981946,1035,-9.88E-08,37.48459441,1035,-8.34E-08,31.63634847
1040,-2.42E-07,1040,-1.06E-07,43.85446093,1040,-3.16E-08,13.05376442,1040,-1.36E-07,56.07977599,1040,-3.58E-08,14.81778664,1040,-3.66E-08,15.1238538,1040,-8.41E-08,34.76633427,1040,-3.08E-08,12.74935168,1040,-5.67E-08,23.46790638,1040,-1.31E-07,54.3567006,1040,-4.57E-08,18.89675197,1040,-1.19E-07,49.26895445,1040,-4.80E-08,19.86003631,1040,-8.72E-08,36.06091564,1040,-3.99E-08,16.49329754,1040,-2.43E-07,1040,-2.51E-07,8.23E-09,1040,-9.09E-08,37.47753763,1040,-4.06E-08,16.74992169,1040,-9.17E-08,37.80231465,1040,-2.94E-08,12.1181397,1040,-1.03E-07,42.47737277,1040,-3.26E-08,13.44733501,1040,-9.13E-08,37.61725769,1040,-2.82E-08,11.62108248,1040,-7.78E-08,32.06596106,1040,-2.93E-08,12.0942348,1040,-1.00E-07,41.42061098,1040,-3.04E-08,12.51339499,1040,-1.06E-07,43.69817169,1040,-3.74E-08,15.40671316,1040,-7.87E-08,32.44843959,1040,-2.43E-08,10.0314061,1040,-4.80E-08,19.80150683,1040,-3.79E-08,15.61361426,1040,-8.41E-08,34.67489325,1040,-1.04E-07,42.99421336,1040,-9.11E-08,37.55007666,1040,-7.70E-08,31.75148787
1045,-2.13E-07,1045,-9.38E-08,44.02071431,1045,-2.84E-08,13.34187048,1045,-1.20E-07,56.20444119,1045,-3.22E-08,15.10652669,1045,-3.27E-08,15.32089349,1045,-7.43E-08,34.85266387,1045,-2.74E-08,12.85731708,1045,-5.04E-08,23.63335303,1045,-1.16E-07,54.51436774,1045,-4.12E-08,19.31036747,1045,-1.06E-07,49.55531789,1045,-4.33E-08,20.31277851,1045,-7.74E-08,36.28662295,1045,-3.58E-08,16.81301774,1045,-2.13E-07,1045,-2.21E-07,8.43E-09,1045,-7.96E-08,37.43296894,1045,-3.61E-08,16.9722656,1045,-8.08E-08,38.0087305,1045,-2.63E-08,12.39016313,1045,-9.06E-08,42.62093815,1045,-2.93E-08,13.76371197,1045,-7.99E-08,37.57690933,1045,-2.51E-08,11.79135229,1045,-6.82E-08,32.1029409,1045,-2.64E-08,12.42779461,1045,-8.81E-08,41.456244,1045,-2.71E-08,12.76130355,1045,-9.29E-08,43.68402732,1045,-3.34E-08,15.71020001,1045,-6.92E-08,32.55169624,1045,-2.18E-08,10.27574463,1045,-4.23E-08,19.87788586,1045,-3.39E-08,15.93551847,1045,-7.40E-08,34.81287749,1045,-9.18E-08,43.15859785,1045,-8.01E-08,37.67757352,1045,-6.81E-08,32.04602329
1050,-1.91E-07,1050,-8.50E-08,44.37521869,1050,-2.62E-08,13.68737695,1050,-1.09E-07,56.66821598,1050,-2.95E-08,15.41233425,1050,-2.96E-08,15.44836878,1050,-6.70E-08,34.98482894,1050,-2.48E-08,12.95154139,1050,-4.55E-08,23.74988902,1050,-1.05E-07,54.75159675,1050,-3.78E-08,19.75736749,1050,-9.51E-08,49.64618269,1050,-3.97E-08,20.71254367,1050,-6.96E-08,36.36197469,1050,-3.27E-08,17.05321099,1050,-1.90E-07,1050,-1.97E-07,6.87E-09,1050,-7.06E-08,37.13741623,1050,-3.26E-08,17.14625396,1050,-7.19E-08,37.84180458,1050,-2.39E-08,12.58324829,1050,-8.03E-08,42.21911265,1050,-2.65E-08,13.93941945,1050,-7.08E-08,37.22105905,1050,-2.26E-08,11.86991699,1050,-6.05E-08,31.81846876,1050,-2.40E-08,12.60218629,1050,-7.81E-08,41.0875672,1050,-2.45E-08,12.87257883,1050,-8.22E-08,43.26385893,1050,-3.02E-08,15.9037108,1050,-6.15E-08,32.36346229,1050,-1.97E-08,10.37591928,1050,-3.78E-08,19.87753427,1050,-3.06E-08,16.10045556,1050,-6.59E-08,34.69125801,1050,-8.15E-08,42.89509401,1050,-7.15E-08,37.60297537,1050,-6.10E-08,32.11095563
1055,-1.97E-07,1055,-8.74E-08,44.41334539,1055,-2.73E-08,13.85843891,1055,-1.11E-07,56.61377005,1055,-3.06E-08,15.5682661,1055,-3.04E-08,15.45702065,1055,-6.87E-08,34.87519176,1055,-2.54E-08,12.92478995,1055,-4.64E-08,23.59012913,1055,-1.07E-07,54.41273583,1055,-3.90E-08,19.83369061,1055,-9.67E-08,49.11714805,1055,-4.10E-08,20.82524814,1055,-7.10E-08,36.06841341,1055,-3.35E-08,17.00937713,1055,-1.93E-07,1055,-2.00E-07,6.61E-09,1055,-7.15E-08,37.08050386,1055,-3.35E-08,17.34228397,1055,-7.33E-08,37.99854855,1055,-2.47E-08,12.80700845,1055,-8.17E-08,42.36846198,1055,-2.74E-08,14.19988596,1055,-7.19E-08,37.28059717,1055,-2.32E-08,12.01285574,1055,-6.15E-08,31.85941631,1055,-2.46E-08,12.76916697,1055,-7.98E-08,41.3819916,1055,-2.53E-08,13.13721424,1055,-8.39E-08,43.51562905,1055,-3.15E-08,16.32885802,1055,-6.29E-08,32.58721684,1055,-2.04E-08,10.57591623,1055,-3.85E-08,19.97926494,1055,-3.18E-08,16.4589705,1055,-6.76E-08,35.04898657,1055,-8.37E-08,43.3735939,1055,-7.31E-08,37.88346898,1055,-6.25E-08,32.41874449
1060,-2.91E-07,1060,-1.27E-07,43.63031494,1060,-3.97E-08,13.64633023,1060,-1.64E-07,56.29613846,1060,-4.54E-08,15.59187826,1060,-4.33E-08,14.86981565,1060,-1.00E-07,34.38647018,1060,-3.57E-08,12.26509767,1060,-6.68E-08,22.94963089,1060,-1.58E-07,54.15710103,1060,-5.73E-08,19.70808188,1060,-1.41E-07,48.56034258,1060,-5.93E-08,20.36312772,1060,-1.02E-07,35.06076186,1060,-4.74E-08,16.29332032,1060,-2.84E-07,1060,-2.96E-07,1.22E-08,1060,-1.06E-07,37.24708487,1060,-4.84E-08,17.0487712,1060,-1.10E-07,38.67574694,1060,-3.62E-08,12.75467761,1060,-1.23E-07,43.25113151,1060,-4.09E-08,14.42268376,1060,-1.07E-07,37.65668401,1060,-3.35E-08,11.79307136,1060,-9.08E-08,31.99138502,1060,-3.53E-08,12.45576188,1060,-1.18E-07,41.75408542,1060,-3.64E-08,12.8251766,1060,-1.25E-07,43.91135457,1060,-4.67E-08,16.4752619,1060,-9.20E-08,32.44116859,1060,-2.88E-08,10.15608477,1060,-5.57E-08,19.650184,1060,-4.67E-08,16.45939963,1060,-9.84E-08,34.68479901,1060,-1.23E-07,43.45804605,1060,-1.07E-07,37.63905926,1060,-9.05E-08,31.88316907
1065,-3.91E-07,1065,-1.72E-07,43.9635197,1065,-5.47E-08,14.0160331,1065,-2.20E-07,56.31607381,1065,-6.12E-08,15.67874398,1065,-5.96E-08,15.26293824,1065,-1.35E-07,34.61633983,1065,-4.96E-08,12.70665468,1065,-9.18E-08,23.49174405,1065,-2.12E-07,54.30540727,1065,-8.08E-08,20.68351909,1065,-1.93E-07,49.51007126,1065,-8.41E-08,21.53740587,1065,-1.42E-07,36.38709876,1065,-6.79E-08,17.38062868,1065,-3.91E-07,1065,-4.06E-07,1.40E-08,1065,-1.46E-07,37.27377921,1065,-7.02E-08,17.92626575,1065,-1.49E-07,38.02093045,1065,-5.12E-08,13.08574742,1065,-1.65E-07,42.16768373,1065,-5.65E-08,14.4224457,1065,-1.45E-07,36.95422837,1065,-4.72E-08,12.06604562,1065,-1.23E-07,31.38776,1065,-4.87E-08,12.43157499,1065,-1.60E-07,40.85499646,1065,-5.24E-08,13.39278188,1065,-1.68E-07,42.84663348,1065,-6.49E-08,16.56708907,1065,-1.24E-07,31.79262658,1065,-4.08E-08,10.42639985,1065,-7.64E-08,19.52427539,1065,-6.49E-08,16.56734451,1065,-1.35E-07,34.41416956,1065,-1.67E-07,42.73424149,1065,-1.45E-07,37.15730024,1065,-1.24E-07,31.58240248
1070,-2.44E-07,1070,-1.07E-07,43.87068431,1070,-3.49E-08,14.31111148,1070,-1.37E-07,56.2680911,1070,-3.93E-08,16.12915146,1070,-3.78E-08,15.50671501,1070,-8.42E-08,34.56205683,1070,-3.12E-08,12.82399747,1070,-5.71E-08,23.44483267,1070,-1.32E-07,54.28623044,1070,-5.05E-08,20.74610259,1070,-1.20E-07,49.1925981,1070,-5.30E-08,21.74996613,1070,-8.77E-08,36.00195435,1070,-4.29E-08,17.62899339,1070,-2.40E-07,1070,-2.49E-07,8.57E-09,1070,-9.17E-08,38.14647822,1070,-4.42E-08,18.38672645,1070,-9.39E-08,39.07278157,1070,-3.31E-08,13.78390969,1070,-1.04E-07,43.26589523,1070,-3.71E-08,15.43935978,1070,-9.17E-08,38.13441589,1070,-3.06E-08,12.72492076,1070,-7.80E-08,32.4243609,1070,-3.21E-08,13.34093121,1070,-1.00E-07,41.80177857,1070,-3.39E-08,14.10293738,1070,-1.06E-07,43.97590863,1070,-4.25E-08,17.69459857,1070,-7.94E-08,33.0378757,1070,-2.68E-08,11.12811853,1070,-4.91E-08,20.41610861,1070,-4.23E-08,17.58520577,1070,-8.55E-08,35.55391027,1070,-1.06E-07,44.13147102,1070,-9.21E-08,38.32034207,1070,-7.85E-08,32.6498016
1075,-1.78E-07,1075,-7.83E-08,43.85871514,1075,-2.62E-08,14.68382946,1075,-1.01E-07,56.47359455,1075,-2.96E-08,16.60427688,1075,-2.81E-08,15.73679727,1075,-6.21E-08,34.7731552,1075,-2.30E-08,12.90179772,1075,-4.18E-08,23.41018112,1075,-9.72E-08,54.46684748,1075,-3.74E-08,20.98034161,1075,-8.75E-08,49.06079082,1075,-3.91E-08,21.93804358,1075,-6.38E-08,35.72469291,1075,-3.15E-08,17.67069398,1075,-1.78E-07,1075,-1.86E-07,8.22E-09,1075,-6.73E-08,37.92779092,1075,-3.28E-08,18.47358342,1075,-6.98E-08,39.32691225,1075,-2.50E-08,14.07119522,1075,-7.71E-08,43.40317675,1075,-2.80E-08,15.74518418,1075,-6.75E-08,38.04720063,1075,-2.28E-08,12.83936014,1075,-5.74E-08,32.3363749,1075,-2.44E-08,13.73493297,1075,-7.45E-08,41.94435057,1075,-2.52E-08,14.17990312,1075,-7.81E-08,44.0002253,1075,-3.25E-08,18.32995381,1075,-5.86E-08,32.97904698,1075,-1.99E-08,11.22057001,1075,-3.60E-08,20.28556945,1075,-3.18E-08,17.89286921,1075,-6.32E-08,35.58465698,1075,-7.86E-08,44.25368931,1075,-6.80E-08,38.32375803,1075,-5.82E-08,32.77909204
1080,-1.58E-07,1080,-6.97E-08,44.14813126,1080,-2.38E-08,15.09424405,1080,-8.99E-08,56.93581781,1080,-2.69E-08,17.02534491,1080,-2.53E-08,16.01484098,1080,-5.53E-08,35.03586782,1080,-2.06E-08,13.05550807,1080,-3.69E-08,23.37898329,1080,-8.52E-08,53.94989268,1080,-3.35E-08,21.20475367,1080,-7.69E-08,48.70362984,1080,-3.51E-08,22.23805092,1080,-5.64E-08,35.73866191,1080,-2.82E-08,17.85793429,1080,-1.53E-07,1080,-1.60E-07,6.61E-09,1080,-5.79E-08,37.82293122,1080,-2.87E-08,18.72185162,1080,-6.02E-08,39.31895618,1080,-2.21E-08,14.42698067,1080,-6.67E-08,43.53680665,1080,-2.47E-08,16.126653,1080,-5.84E-08,38.13427673,1080,-2.01E-08,13.09544013,1080,-4.98E-08,32.50460165,1080,-2.16E-08,14.0888738,1080,-6.48E-08,42.30252079,1080,-2.22E-08,14.50922288,1080,-6.79E-08,44.29395716,1080,-2.82E-08,18.39810451,1080,-5.08E-08,33.16710834,1080,-1.77E-08,11.52108925,1080,-3.14E-08,20.51355691,1080,-2.81E-08,18.35437254,1080,-5.50E-08,35.91177891,1080,-6.84E-08,44.66731068,1080,-5.94E-08,38.80200514,1080,-5.09E-08,33.22258919
1085,-1.38E-07,1085,-6.08E-08,44.0519409,1085,-2.13E-08,15.46850431,1085,-7.84E-08,56.82557626,1085,-2.40E-08,17.39237553,1085,-2.25E-08,16.31341348,1085,-4.84E-08,35.09706311,1085,-1.84E-08,13.30913096,1085,-3.24E-08,23.46325805,1085,-7.45E-08,53.95679804,1085,-2.98E-08,21.60967515,1085,-6.74E-08,48.80473613,1085,-3.13E-08,22.67486939,1085,-4.95E-08,35.89487185,1085,-2.53E-08,18.29960218,1085,-1.33E-07,1085,-1.39E-07,5.73E-09,1085,-5.08E-08,38.17752512,1085,-2.55E-08,19.14140047,1085,-5.30E-08,39.84990676,1085,-1.99E-08,14.98450941,1085,-5.84E-08,43.94363232,1085,-2.22E-08,16.67644228,1085,-5.12E-08,38.47079348,1085,-1.80E-08,13.50839199,1085,-4.36E-08,32.79116285,1085,-1.94E-08,14.61754798,1085,-5.66E-08,42.58407026,1085,-1.99E-08,14.99578897,1085,-5.93E-08,44.58280695,1085,-2.54E-08,19.09252241,1085,-4.47E-08,33.57922758,1085,-1.58E-08,11.89616796,1085,-2.76E-08,20.72053781,1085,-2.51E-08,18.91054563,1085,-4.82E-08,36.22165072,1085,-5.98E-08,44.98210311,1085,-5.18E-08,38.93175119,1085,-4.44E-08,33.38747518
1090,-1.22E-07,1090,-5.34E-08,43.88222052,1090,-1.93E-08,15.82333079,1090,-6.91E-08,56.80214264,1090,-2.16E-08,17.77290316,1090,-2.00E-08,16.46661573,1090,-4.27E-08,35.10544779,1090,-1.63E-08,13.39232166,1090,-2.89E-08,23.74321182,1090,-6.62E-08,54.40974704,1090,-2.70E-08,22.164165,1090,-5.99E-08,49.19363452,1090,-2.83E-08,23.2264478,1090,-4.40E-08,36.16690903,1090,-2.27E-08,18.61336357,1090,-1.19E-07,1090,-1.23E-07,4.14E-09,1090,-4.52E-08,38.13605075,1090,-2.28E-08,19.23926981,1090,-4.72E-08,39.81222162,1090,-1.80E-08,15.22472668,1090,-5.20E-08,43.86725604,1090,-2.02E-08,16.99959509,1090,-4.53E-08,38.24065326,1090,-1.61E-08,13.6160413,1090,-3.85E-08,32.51450938,1090,-1.77E-08,14.89995276,1090,-5.02E-08,42.33027399,1090,-1.80E-08,15.18086111,1090,-5.23E-08,44.15828722,1090,-2.30E-08,19.37845863,1090,-3.93E-08,33.1674315,1090,-1.42E-08,11.96433392,1090,-2.43E-08,20.52149413,1090,-2.27E-08,19.14563369,1090,-4.26E-08,35.9402416,1090,-5.31E-08,44.78927656,1090,-4.57E-08,38.58229856,1090,-3.92E-08,33.06620327
1095,-1.10E-07,1095,-4.81E-08,43.7325956,1095,-1.78E-08,16.18495532,1095,-6.24E-08,56.77065322,1095,-1.99E-08,18.1497188,1095,-1.84E-08,16.7728373,1095,-3.85E-08,35.06725152,1095,-1.49E-08,13.51855559,1095,-2.63E-08,23.92934496,1095,-6.02E-08,54.79587937,1095,-2.51E-08,22.81182316,1095,-5.44E-08,49.46398995,1095,-2.61E-08,23.72913747,1095,-3.98E-08,36.23391515,1095,-2.08E-08,18.930528,1095,-1.08E-07,1095,-1.11E-07,3.91E-09,1095,-4.09E-08,38.02214557,1095,-2.09E-08,19.40852168,1095,-4.28E-08,39.8294921,1095,-1.67E-08,15.54001915,1095,-4.72E-08,43.84023949,1095,-1.87E-08,17.36224096,1095,-4.10E-08,38.09652197,1095,-1.49E-08,13.8219243,1095,-3.49E-08,32.40951646,1095,-1.63E-08,15.13559747,1095,-4.54E-08,42.17234871,1095,-1.65E-08,15.34942963,1095,-4.73E-08,43.99921905,1095,-2.12E-08,19.71253521,1095,-3.55E-08,32.96083153,1095,-1.30E-08,12.11684532,1095,-2.19E-08,20.38657134,1095,-2.09E-08,19.40108404,1095,-3.85E-08,35.81316648,1095,-4.79E-08,44.50125975,1095,-4.12E-08,38.32708881,1095,-3.54E-08,32.92550274
1100,-1.02E-07,1100,-4.45E-08,43.66298136,1100,-1.68E-08,16.50727569,1100,-5.77E-08,56.63354476,1100,-1.89E-08,18.57313984,1100,-1.74E-08,17.04828859,1100,-3.57E-08,35.09416177,1100,-1.38E-08,13.58718065,1100,-2.44E-08,24.00388822,1100,-5.57E-08,54.7267443,1100,-2.35E-08,23.11234609,1100,-5.04E-08,49.52673645,1100,-2.46E-08,24.12956817,1100,-3.69E-08,36.20368007,1100,-1.96E-08,19.24376019,1100,-9.98E-08,1100,-1.04E-07,3.81E-09,1100,-3.80E-08,38.03551932,1100,-1.97E-08,19.69188545,1100,-3.99E-08,39.93769595,1100,-1.59E-08,15.88052047,1100,-4.38E-08,43.89330181,1100,-1.78E-08,17.83678744,1100,-3.80E-08,38.03852434,1100,-1.41E-08,14.09353621,1100,-3.23E-08,32.33800447,1100,-1.54E-08,15.42976771,1100,-4.19E-08,42.01917202,1100,-1.56E-08,15.65814911,1100,-4.37E-08,43.74705759,1100,-2.02E-08,20.20574359,1100,-3.29E-08,32.91797301,1100,-1.23E-08,12.36264562,1100,-2.04E-08,20.3930564,1100,-1.97E-08,19.77302094,1100,-3.57E-08,35.77574549,1100,-4.44E-08,44.46625865,1100,-3.82E-08,38.29294923,1100,-3.28E-08,32.8558693
